MethodIndex,MethodId,Branch,StateCount,UniquePhaseCount,PowerDesignRank,PowerDesignCondition,Recoverable,Canonical,MedianValidFraction,MedianTrainingFitNmseDb,MedianHeldOutFitNmseDb,Branch1Coherence,Branch1PhaseRmseDeg,Branch1ComplexNmseDb,Branch1MagnitudeNrmse,Branch2Coherence,Branch2PhaseRmseDeg,Branch2ComplexNmseDb,Branch2MagnitudeNrmse,Branch3Coherence,Branch3PhaseRmseDeg,Branch3ComplexNmseDb,Branch3MagnitudeNrmse,Branch4CanonicalCoherence,Branch4CanonicalPhaseRmseDeg,Branch4CanonicalComplexNmseDb,Branch4CanonicalMagnitudeNrmse
122,B4_K04_I01-03-07-09,Branch4,4,3,3,2.6180339887499,1,0,0.907738095238095,-31.3946760381064,-21.6585744550093,0.866891809536724,31.4330006299757,-6.07245873040971,0.347406211123822,0.716801770428471,51.9195276387564,-3.15086394204668,0.491743831338872,0.845251233700057,33.7857246504756,-5.45998195713816,0.369752007787808,0.882874978123663,28.3602176571833,-6.57136418730763,0.343573292612559
123,B4_K04_I01-03-08-09,Branch4,4,3,3,5.90198950474449,1,0,0.86235119047619,-31.3357356343718,-17.3849236499216,0.752648300718612,48.1293544849374,-3.63125023317524,0.453711900857139,0.622504857618134,57.8185625836532,-2.13006054239887,0.573144374274848,0.740072051771723,50.7443447199769,-3.44652451256379,0.470157253969182,0.761625110463668,48.4801582495701,-3.76884997919183,0.458647068276127
124,B4_K04_I01-04-05-06,Branch4,4,4,3,2.03950773330884,1,0,0.909970238095238,-31.4483700503663,-21.9062153736539,0.850621334210982,33.108820306456,-5.67810264470518,0.370250071637799,0.669297942073466,53.701672799973,-2.59836947530831,0.524911834923819,0.82325811703585,37.6946419433042,-4.94736840909146,0.417856107725047,0.889975902472999,26.6080854866391,-6.85052359320491,0.307200266636247
125,B4_K04_I01-04-05-07,Branch4,4,4,3,1.84282769753824,1,0,0.909970238095238,-31.0738059289259,-22.4058408333033,0.881046805441946,29.0821187935081,-6.55534262665473,0.372310989213782,0.727384417364227,47.7977064001851,-3.27068729444662,0.497528649214135,0.846401117398837,31.3753962359317,-5.54681499399398,0.404008547184037,0.913467897043626,24.8198700116947,-7.94757695449522,0.284954679137325
126,B4_K04_I01-04-05-08,Branch4,4,4,3,2.41421356237309,1,0,0.884672619047619,-31.5907512864355,-21.1423124623745,0.806729656656682,38.3977473423756,-4.58211504038483,0.409709539436428,0.640942946119489,55.2663993577814,-2.3169753483829,0.552013980959655,0.782571704159476,40.2853835877259,-4.11800989830163,0.43379173401961,0.865180567236511,33.8365745163234,-5.99647085227104,0.339438359222244
127,B4_K04_I01-04-05-09,Branch4,4,3,3,3.89212678276529,1,0,0.834077380952381,-31.6018123634221,-18.8805883181032,0.693669349205319,55.6222596083917,-2.87569588498065,0.487168520315063,0.562061248821382,64.6762194121464,-1.69112278089223,0.600296753584413,0.676571781055933,53.2800646052331,-2.67757182599767,0.505862955640364,0.728629412562701,53.5094090047331,-3.31864311303128,0.450455847600774
128,B4_K04_I01-04-06-07,Branch4,4,4,3,1.71198246026788,1,0,0.927827380952381,-31.3921185146376,-22.5581954199134,0.893522338782978,27.0781424120822,-7.04692061791943,0.348838872967238,0.715354945858118,46.5730159870403,-3.11572752173727,0.491216215527409,0.859693816935576,29.6821636750574,-5.8385729791748,0.392294751672709,0.926792223199083,22.1789361250837,-8.51180791784672,0.277785794845393
129,B4_K04_I01-04-06-08,Branch4,4,4,3,1.84282769753824,1,0,0.924107142857143,-31.8850343219564,-22.5043050417812,0.870813579984987,28.089177883016,-6.25770076184948,0.347659435428012,0.698751397873078,50.657238448466,-2.90950637408395,0.516177988603105,0.843564957212277,31.4972375190719,-5.44516933086892,0.376091748659029,0.9145209617528,21.8950539577549,-7.88453699498125,0.271718777264615
130,B4_K04_I01-04-06-09,Branch4,4,3,3,1.78196865016586,1,0,0.924107142857143,-31.5508799080823,-22.487708295624,0.844989153237952,31.1078329160959,-5.57537200806498,0.37571317877787,0.673430155842499,54.0254642163885,-2.63938320278258,0.50388288518389,0.825178547820671,35.0350457868693,-5.02338915177334,0.395117044108874,0.886218780204653,28.6977622040943,-6.69489439844237,0.320049645592075
131,B4_K04_I01-04-07-08,Branch4,4,4,3,2.03950773330883,1,0,0.90922619047619,-31.8347179021339,-21.9284995912853,0.862661586053394,30.5743761598794,-5.92365921623844,0.367335624506624,0.705201153645349,49.0344330158679,-2.99552048011153,0.510346157640449,0.831347476671408,35.6031097979264,-5.10406578358431,0.386372252551666,0.898544969436588,28.4908570050287,-7.15846740585739,0.317619888445505
132,B4_K04_I01-04-07-09,Branch4,4,3,3,1.96630756754375,1,0,0.915922619047619,-31.4778589356114,-22.4782898644328,0.87691843765945,31.1785204851236,-6.37414226686109,0.353132112970028,0.713800908372419,48.4875335842502,-3.09523389279372,0.500224216478023,0.85012494819378,35.364285007904,-5.60906876701871,0.370388516265437,0.896695781927943,27.782448207257,-7.08973463630775,0.313134195456996
133,B4_K04_I01-04-08-09,Branch4,4,3,3,3.73205080756888,1,0,0.877232142857143,-31.4210860596649,-20.1033919980652,0.799881902421349,44.6649358555246,-4.43596249911523,0.421869304591275,0.652936716825451,57.4424593930562,-2.42375306994053,0.538851818561493,0.782144263772063,43.838400558804,-4.10916930542364,0.428190550391509,0.8173604373521,42.8899741528434,-4.79189943782984,0.405398528937369
134,B4_K04_I01-05-06-07,Branch4,4,4,3,2.86467557480933,1,0,0.895833333333333,-31.6347490481419,-20.8329045095657,0.813475742409994,38.2064153137782,-4.74281229434098,0.400722454672058,0.677185987940129,54.2331641507209,-2.67141516363604,0.539273675017439,0.789968806122778,40.3419565938592,-4.281837361537,0.42612112359089,0.859603523020982,38.4325946731858,-5.84003407688532,0.330144141664004
135,B4_K04_I01-05-06-08,Branch4,4,4,3,3.20041258076506,1,0,0.88764880952381,-31.8103854398116,-20.3767582604439,0.783838613008477,40.6309352923285,-4.23606350202669,0.419090052842313,0.649750013030798,56.3575372294983,-2.38932176351925,0.546646670873733,0.761133781301008,45.2741742630174,-3.81765481928478,0.423836204735455,0.832685205489311,40.0165900135198,-5.14638574928376,0.353407028760478
136,B4_K04_I01-05-06-09,Branch4,4,3,3,3.89212678276529,1,0,0.840029761904762,-31.5770620113084,-19.3754731759193,0.697500504395148,52.594782554718,-2.92339543593417,0.476637714072643,0.576772048471829,64.7001286448691,-1.75664939217028,0.586124924660255,0.689172980512687,53.3598008756936,-2.82280200884726,0.485672784043083,0.739091061113651,51.5033790742855,-3.44664817115899,0.451109119970845
137,B4_K04_I01-05-07-08,Branch4,4,4,3,2.86467557480933,1,0,0.905505952380952,-31.7184273525894,-20.89298329178,0.845382322458085,35.8072907117183,-5.47109743498403,0.38977965922531,0.717429635835733,52.2081283038747,-3.14607367611767,0.535063463582984,0.830608783980799,38.2275519827433,-5.08950396808216,0.398415442925261,0.88708886411521,35.284244391304,-6.71598938874216,0.324653336090465
138,B4_K04_I01-05-07-09,Branch4,4,3,3,2.63912204644935,1,0,0.898809523809524,-31.5053763723091,-21.4419052202397,0.831089244756644,35.2711696882434,-5.10197645108589,0.374301875689809,0.69732331484588,48.7325456517273,-2.89702336615543,0.509262705011944,0.818320397758669,35.0453977990414,-4.81070680606567,0.389034984002422,0.849064594604719,34.0909134520355,-5.54368288712571,0.35165653284027
139,B4_K04_I01-05-08-09,Branch4,4,3,3,3.49884359610929,1,0,0.884672619047619,-31.4495825872868,-20.1282165944409,0.786074668078249,46.7212788769322,-4.18631693340481,0.415309363716692,0.632260052584253,57.4725825471757,-2.22511395224131,0.540947256295796,0.776794664394479,50.0581255493168,-4.0165946651493,0.429370545771342,0.808605407855972,43.4201025431716,-4.62967392658516,0.394290553293759
140,B4_K04_I01-06-07-08,Branch4,4,4,3,5.35659130799869,1,0,0.837797619047619,-31.5976521413647,-17.3444360490022,0.756209805366687,48.1563870587361,-3.70556708262248,0.458197230508373,0.639582563625336,60.2109498623651,-2.45050615085928,0.563976194301197,0.740584940085358,51.5521266477078,-3.49159807561842,0.470258849492333,0.785098337538763,47.3442959473759,-4.19793681585583,0.424927741175595
141,B4_K04_I01-06-07-09,Branch4,4,3,3,5.74324765659698,1,0,0.817708333333333,-31.4519328632651,-16.5623263057842,0.668289939574023,57.2661392003086,-2.57979049097793,0.508206679863306,0.578573028842736,62.8801670237423,-1.82475917471117,0.588060267087946,0.660735369853737,59.7986817718444,-2.49232127571326,0.519104632153983,0.711560160833814,56.4751424241629,-3.06617832595439,0.441749390632628
142,B4_K04_I01-06-08-09,Branch4,4,3,3,5.87683187570298,1,0,0.847470238095238,-31.3946242898298,-17.4961210560107,0.730390164639851,48.7630846575981,-3.32289585953716,0.456090902975477,0.567195582940575,65.6036917231742,-1.77693833342284,0.591999490031071,0.719571154478557,54.6906464254454,-3.2321057273701,0.473328848666823,0.756270840594187,47.8754908540539,-3.69110354531629,0.445756360672953
143,B4_K04_I01-07-08-09,Branch4,4,3,3,14.3768344528317,1,0,0.770089285714286,-31.3156164142575,-11.0906625523763,0.544894530242409,64.8352307462494,-1.5402614951494,0.594110912865819,0.428976299405381,75.9686838240393,-0.883776484058971,0.679459418343012,0.546911816597852,68.0023915292549,-1.54394774182531,0.588364214172063,0.588678620884279,65.5618751553481,-1.84842066570076,0.571027399957631
144,B4_K04_I02-03-04-05,Branch4,4,4,3,5.35659130799869,1,0,0.838541666666667,-31.307829548028,-16.9137304716627,0.736799911433466,50.3335471319205,-3.43848948582746,0.50982249681894,0.603033269343985,61.5338747340373,-1.96774025820292,0.611460629523527,0.744755959046637,50.1681990306371,-3.54256914959278,0.509224580347246,0.762302206685753,47.3291510189041,-3.79057633887513,0.453192365425923
145,B4_K04_I02-03-04-06,Branch4,4,4,3,2.86467557480933,1,0,0.901041666666667,-31.661126452094,-20.6834277046042,0.821126258923149,34.438061026171,-4.93107440187234,0.432379328083605,0.676344613156467,54.0231901885279,-2.65646442598488,0.546711182854073,0.799197649783438,37.6118065038946,-4.51560122058205,0.44525339213845,0.878771252605654,28.8575807085945,-6.43586437472933,0.373803972393344
146,B4_K04_I02-03-04-07,Branch4,4,4,3,2.03950773330883,1,0,0.912946428571429,-31.7255993470265,-21.7831753964824,0.872568263668606,30.4803858161443,-6.24905517065858,0.370056179781017,0.689372598844615,51.6144309090874,-2.80561242112878,0.534842811914007,0.839709600014251,29.9883874532681,-5.33872468208713,0.410961686609364,0.915242212945827,25.4357443470883,-7.91019225374922,0.320573682550266
147,B4_K04_I02-03-04-08,Branch4,4,4,3,2.86467557480933,1,0,0.906994047619048,-31.5229622634608,-21.2185072685795,0.854045720819086,33.0895868670993,-5.67966020947937,0.367958616950436,0.68983658475098,54.7284813896772,-2.84736268195104,0.515847682149273,0.817956309418104,38.2723847713588,-4.80388990224985,0.38444781584224,0.889178612450894,28.7356100085161,-6.79560610839834,0.321519116748004
148,B4_K04_I02-03-04-09,Branch4,4,4,3,5.35659130799869,1,0,0.863839285714286,-31.6621957543355,-17.1878303002678,0.759662091476005,52.2694306760367,-3.74688204028994,0.439240712929143,0.626827415877228,62.60439802005,-2.22120461398308,0.559774051668229,0.715522579281318,55.3167725523797,-3.1374180873701,0.469296720300573,0.770269909767652,50.1118052704701,-3.91957642983741,0.433617746433651
149,B4_K04_I02-03-05-06,Branch4,4,4,3,3.20041258076506,1,0,0.871279761904762,-32.0983334317898,-19.8905658093359,0.801937760756465,38.9008441803708,-4.48046441180704,0.461612508630842,0.636365283508274,52.5583237953197,-2.25461206879109,0.590606666533187,0.777342624100505,42.3103363700079,-4.04395773750499,0.488872123010074,0.818825081761938,36.0238049722982,-4.82303039594179,0.428460913440144
150,B4_K04_I02-03-05-07,Branch4,4,4,3,1.84282769753824,1,0,0.916666666666667,-32.144545656362,-22.1416211896323,0.886061948801621,24.3629467070234,-6.71030074531768,0.371382843070742,0.727841425401218,46.0006929636576,-3.29288630231244,0.50664696552523,0.864455044492669,29.8101739086202,-6.01674284774471,0.3872186527787,0.922793036677626,20.7165159452797,-8.3027962277781,0.310922003596062
151,B4_K04_I02-03-05-08,Branch4,4,4,3,1.71198246026788,1,0,0.930059523809524,-31.8118476004676,-22.793065257763,0.888438255251864,24.702309073674,-6.85487469152538,0.332749542931904,0.70056185738683,47.5830947157517,-2.94044508329835,0.507289946011772,0.85567549266486,32.5377644600577,-5.78970155338306,0.347723223905402,0.928244964179338,21.8512980780217,-8.59287656956358,0.236679273271916
152,B4_K04_I02-03-05-09,Branch4,4,4,3,2.86467557480933,1,0,0.901041666666667,-31.7460053936664,-21.2188462901573,0.823481381204562,35.4625582192338,-4.93765717353531,0.367768285564631,0.67133071902743,54.5580540112014,-2.60385042014385,0.522938725601628,0.821612621910024,38.445542532137,-4.9068013272052,0.399829118191666,0.852029640573118,33.6146298116499,-5.62436332936377,0.358622404966609
153,B4_K04_I02-03-06-07,Branch4,4,4,3,2.41421356237309,1,0,0.879464285714286,-31.9097192750731,-21.0098061901092,0.801172873082142,31.8893081214056,-4.55533539267739,0.489757505806354,0.676919942436649,52.3195103933565,-2.67108949474658,0.56908302919635,0.792624644365988,32.3240072831839,-4.31002966957962,0.501571348973003,0.850641071144365,30.9059501805277,-5.59572677743625,0.431068163341673
154,B4_K04_I02-03-06-08,Branch4,4,4,3,1.84282769753824,1,0,0.927083333333333,-31.6210104144407,-22.8229148897505,0.883022850350706,24.1444927269297,-6.61528368621422,0.358578151199609,0.712789653114151,50.5372353082653,-3.08099476843973,0.520619209492769,0.868493582974917,29.4620185822235,-6.10667817083827,0.375634605909936,0.925568779770159,19.867739627557,-8.44459305101843,0.282088253221593
155,B4_K04_I02-03-06-09,Branch4,4,4,3,2.03950773330884,1,0,0.918154761904762,-31.6054150422814,-22.3363367134169,0.862565187270045,29.5708254634576,-5.96144378689104,0.342860180209791,0.720265449707394,50.9658175527356,-3.17849327650592,0.500739698029122,0.86377770087543,30.2215062136324,-6.01139480296769,0.38597132287335,0.889443906090162,26.2474395748033,-6.81505504812051,0.33918048448156
156,B4_K04_I02-03-07-08,Branch4,4,4,3,3.20041258076506,1,0,0.873511904761905,-31.2503124952398,-20.840234642292,0.802919816110139,33.4133687551722,-4.50311337184102,0.449623912153693,0.651250308923121,54.6244372974228,-2.40211428629567,0.569783745388386,0.777681384441266,42.2902441173282,-4.04053795829725,0.477393796137337,0.85902500468485,28.9423608898334,-5.81947739847335,0.428177953625856
157,B4_K04_I02-03-07-09,Branch4,4,4,3,2.86467557480933,1,0,0.898809523809524,-31.4379626699134,-21.4447429373221,0.859586681776829,32.0372585373788,-5.85590855959472,0.363742186960959,0.713639889728932,53.5058703320842,-3.11841396460582,0.524131068303627,0.842629264087655,34.1030116169297,-5.3813128629759,0.387852253895165,0.869752587079782,28.0565294360365,-6.21817378189849,0.351405138106712
158,B4_K04_I02-03-08-09,Branch4,4,4,3,5.35659130799869,1,0,0.870535714285714,-31.5224948780222,-17.6983193363202,0.781214995303769,43.8508234393814,-4.11470816577724,0.425484330986862,0.63963051219305,59.7647704652512,-2.296325664289,0.555987061658378,0.763459675792225,45.7529341593159,-3.83249099212638,0.44656230031026,0.775513765826001,44.1014649249357,-4.02273776658955,0.427442172061049
159,B4_K04_I02-04-05-06,Branch4,4,4,3,2.86467557480933,1,0,0.902529761904762,-31.3432400850227,-20.731556758698,0.809726227789065,35.257266891239,-4.64106569145898,0.417674083627397,0.632900948359073,53.9618995937098,-2.23036163116103,0.566506558389357,0.770984580438535,39.7664408666838,-3.99418269221864,0.439956073964475,0.853061676395969,32.067257301358,-5.65376072534715,0.380573893493359
160,B4_K04_I02-04-05-07,Branch4,4,4,3,1.71198246026788,1,0,0.925595238095238,-31.1313657711564,-22.4726130953185,0.894235902319335,23.5490620655466,-7.0200655585416,0.347831031894558,0.695805573155664,48.6250836114309,-2.8887359745085,0.521243176647129,0.854990279294073,29.3004466298299,-5.77994473744831,0.398525121355903,0.923017588324673,19.6979578656214,-8.33171303686936,0.292380193577407
161,B4_K04_I02-04-05-08,Branch4,4,4,3,1.84282769753824,1,0,0.927827380952381,-31.3275519125761,-22.6134640195909,0.882274827706232,26.5884809687733,-6.60930440061411,0.315965255072511,0.691898761393836,50.6397748968968,-2.83814848568321,0.511492289154951,0.863866240463405,31.5081151624852,-5.95965751906099,0.36972498527524,0.927635173468642,23.8269305257058,-8.56774115523196,0.248254823556949
162,B4_K04_I02-04-05-09,Branch4,4,4,3,3.20041258076506,1,0,0.878720238095238,-31.1715625326088,-20.3615448328721,0.792633946036521,42.4113948281981,-4.30556824343736,0.415032806954206,0.616159377536902,59.1118627537336,-2.07636712692759,0.545197696778263,0.757460656169828,46.4107733109098,-3.70696858870635,0.454773268364977,0.809759078796995,42.4731577865129,-4.65549366577135,0.393678498914482
163,B4_K04_I02-04-06-07,Branch4,4,4,3,1.84282769753824,1,0,0.919642857142857,-31.6459327587808,-22.1927051679197,0.85014817686412,28.0824460160768,-5.80682575501799,0.414971984316116,0.690196661703625,50.3128949650442,-2.81958650329018,0.535829875249069,0.833566281281654,30.4094103550628,-5.2783758962515,0.421569594032632,0.902772458423905,23.8578312530027,-7.55515460499619,0.35442381703851
164,B4_K04_I02-04-06-08,Branch4,4,4,3,1.4142135623731,1,0,0.94047619047619,-31.9709859469121,-22.9690202236688,0.903498267008519,25.0463899294476,-7.43123713692936,0.315578916845244,0.7018074643652,51.317217986679,-2.94911075150663,0.506509105861651,0.882922856412318,31.6278074475368,-6.58914220260848,0.333492265443793,0.943464540226269,19.8086102346097,-9.71360598533094,0.231432346089025
165,B4_K04_I02-04-06-09,Branch4,4,4,3,1.84282769753824,1,0,0.925595238095238,-31.4291094600715,-22.732493426359,0.854476186798229,31.7462880522666,-5.78357052955432,0.36359018377673,0.695948752707058,53.8749896055831,-2.87693253293796,0.513125087553752,0.843470340257338,34.7088261562829,-5.42910699787796,0.384156939911287,0.896559055539028,28.8075453723703,-7.07615807230183,0.313867844621826
166,B4_K04_I02-04-07-08,Branch4,4,4,3,1.84282769753824,1,0,0.918154761904762,-31.6282078889555,-22.5129582367346,0.889637427887373,28.9800005085904,-6.82426550052959,0.323218532683854,0.706084141426765,50.083540638765,-3.00985764351835,0.506691864728656,0.851760461259085,32.7508245588897,-5.62753175522388,0.365469927420434,0.930057994503741,25.400628575722,-8.69782768876926,0.25920540435221
167,B4_K04_I02-04-07-09,Branch4,4,4,3,1.71198246026788,1,0,0.927083333333333,-31.3544515464205,-22.8297483742866,0.885099928105571,28.7611911858395,-6.66347725045127,0.357966852408212,0.708171696636221,50.382753133684,-3.02788079243294,0.504005358710131,0.86804470863925,29.499794880201,-6.13734794859987,0.37075962723644,0.91608589374586,23.9749047407556,-7.94762165682672,0.295808069173432
168,B4_K04_I02-04-08-09,Branch4,4,4,3,2.86467557480933,1,0,0.916666666666667,-31.450090637373,-21.4518685692988,0.867988457631204,33.0831468685211,-6.08274901990452,0.346615091674471,0.687416838354477,53.3476110934528,-2.80707343513435,0.538683673377855,0.832544963692952,36.123756622877,-5.15091418639313,0.390617768523067,0.878971588376768,33.1777737414092,-6.44907765930624,0.333327780610165
169,B4_K04_I02-05-06-07,Branch4,4,4,3,2.03950773330884,1,0,0.907738095238095,-31.7925634319727,-21.8074192731722,0.852336252216256,33.5476082551737,-5.65788505841956,0.410539576459718,0.700649005600729,46.6661596172029,-2.95200789706256,0.54931630231775,0.822764578251073,35.5095391683651,-4.96351025215287,0.419606432575173,0.876753857125497,28.8169265349099,-6.36854139779839,0.34697258553646
170,B4_K04_I02-05-06-08,Branch4,4,4,3,1.84282769753824,1,0,0.93452380952381,-31.909766654332,-22.6121344402385,0.878678391175535,28.4062839624351,-6.52625977894275,0.335946605229545,0.699738394779815,49.4918479971452,-2.92164033603859,0.52457544557622,0.864301448348668,32.2055368216191,-6.01113979807027,0.371072009796056,0.923947695390375,26.0345723330446,-8.4281652267027,0.273935199434035
171,B4_K04_I02-05-06-09,Branch4,4,4,3,2.4142135623731,1,0,0.895089285714286,-31.6592018370139,-21.4677280096047,0.793753952284523,40.3456942421266,-4.34227139737427,0.410212197459843,0.668707237615306,56.629936954976,-2.58044411430162,0.543758036006627,0.789508679548593,43.4535268805943,-4.2493391868625,0.43346423177289,0.823266788618155,38.6541153288441,-4.91965249946304,0.386518955597641
172,B4_K04_I02-05-07-08,Branch4,4,4,3,1.71198246026788,1,0,0.93452380952381,-31.4377299424324,-22.8439365480646,0.900219135407231,24.3354498527236,-7.24952878218144,0.337613770275273,0.721470400636022,49.0929346161856,-3.20271362619587,0.511780814425707,0.8669625016394,26.6585069537022,-6.1123054719408,0.365840160889751,0.942475186638763,22.9229127220134,-9.53062152896864,0.254961750841039
173,B4_K04_I02-05-07-09,Branch4,4,4,3,1.84282769753824,1,0,0.927827380952381,-31.4413056590624,-22.73866112467,0.88594389700662,28.0118529358404,-6.67710125805906,0.348941082250723,0.744031092919738,46.7651433430637,-3.51280003149559,0.473024488096967,0.87463456818805,30.5434543002462,-6.29172535486903,0.344790509031215,0.912759207191679,27.4485848226729,-7.77620797446669,0.293363918232904
174,B4_K04_I02-05-08-09,Branch4,4,4,3,2.03950773330883,1,0,0.930803571428571,-31.6326874008248,-22.4096498649407,0.873687649250974,29.4864719149582,-6.25950529252073,0.330004406986047,0.698591242577062,51.8094788471325,-2.92813443205682,0.497825802446803,0.85511785861911,33.733616050767,-5.70824732204284,0.365054131520662,0.904877160407255,29.1560130544284,-7.42227891521212,0.31254832189038
175,B4_K04_I02-06-07-08,Branch4,4,4,3,2.86467557480933,1,0,0.899553571428571,-31.3575683478798,-21.4181010908344,0.833949816139279,36.7291960783901,-5.18598528408185,0.413544903523831,0.681267478965764,52.3754412227351,-2.72107689112303,0.537515223517501,0.826227587264007,34.8595654518819,-4.98670673662978,0.419883549687959,0.897221967028963,31.8321624838081,-7.10280970027577,0.36586132026921
176,B4_K04_I02-06-07-09,Branch4,4,4,3,3.20041258076506,1,0,0.876488095238095,-31.4390651209817,-20.6233117748732,0.776044255437398,45.8307566584332,-4.00712194429631,0.447368049270359,0.664414550312264,55.324611573665,-2.53415026495698,0.564876536311028,0.783457754575287,45.4276575004948,-4.13253123985084,0.451554958984855,0.80810426981963,40.9526064839321,-4.61628107914772,0.436975262761511
177,B4_K04_I02-06-08-09,Branch4,4,4,3,2.86467557480933,1,0,0.909970238095238,-31.6331055121317,-21.4853655695645,0.849065514585673,33.1248334331433,-5.55856807698561,0.387714397427076,0.686216667485324,53.1966809000875,-2.77787517050543,0.505746330659599,0.837889198680788,35.2791633592432,-5.27079354167508,0.39827793833941,0.873622861912802,30.7146290754365,-6.25715579935403,0.353990601237293
178,B4_K04_I02-07-08-09,Branch4,4,4,3,5.35659130799869,1,0,0.857886904761905,-31.52833290797,-17.5166773899933,0.713867869670887,48.2695433772976,-3.17307011838722,0.517654324291518,0.601761506865469,61.9118557814928,-1.99239447042629,0.595376608210494,0.712234231047406,49.4474065989654,-3.10191874457967,0.540720364087266,0.717145942756211,46.1104237632315,-3.17492554428651,0.503941012252462
179,B4_K04_I03-04-05-06,Branch4,4,4,3,5.35659130799869,1,0,0.831845238095238,-31.1916634417359,-16.6039557954535,0.683272627496321,47.0798590265345,-2.73407534443236,0.572359530545005,0.551751826794955,64.161578677499,-1.57982046028413,0.651854048377487,0.670346023210721,49.805957021486,-2.59384831619489,0.60347202561743,0.699868924882363,44.0797607187129,-2.92398378674284,0.569101414965735
180,B4_K04_I03-04-05-07,Branch4,4,4,3,2.86467557480933,1,0,0.877232142857143,-31.0205484687987,-20.6179973180059,0.84204333901245,29.6752576738273,-5.40878912801206,0.444588484734364,0.655374146919081,49.9218056552485,-2.44255421541758,0.580541719882147,0.821651673279142,32.5405010564654,-4.89079037048389,0.460295416100536,0.87060867587735,25.0932554109182,-6.19471361916025,0.423578921746904
181,B4_K04_I03-04-05-08,Branch4,4,4,3,2.03950773330883,1,0,0.907738095238095,-31.1748554185141,-22.0671789867207,0.845112553531488,29.8375021109081,-5.65571299360204,0.395397319462387,0.673018810776821,52.7568988390949,-2.62050121845751,0.565614771915908,0.81502400973428,32.6251656718224,-4.76828418086701,0.418805653115157,0.896018443877746,23.8268754037576,-7.12379976689273,0.338287669383244
182,B4_K04_I03-04-05-09,Branch4,4,4,3,2.86467557480933,1,0,0.895089285714286,-31.0440305109439,-21.1933626240718,0.835735094989179,38.2502307419066,-5.20724529739997,0.387584082722377,0.665021293896991,56.3033199101206,-2.5358629621098,0.525898637346701,0.812882286210681,38.6006230467422,-4.69515496979531,0.409654880827122,0.841958911192709,34.3006067329875,-5.36141361193533,0.393223666313757
183,B4_K04_I03-04-06-07,Branch4,4,4,3,3.20041258076506,1,0,0.869047619047619,-31.5090331605145,-19.5671031554822,0.782212761063392,34.3467917045597,-4.11381997075844,0.525085551942044,0.636313330994037,55.3697441791125,-2.25996586282717,0.613184438541439,0.761840045202804,38.8113571882007,-3.77473940562733,0.53151651782632,0.819369507412926,31.4388631257727,-4.89128101732461,0.473878523076733
184,B4_K04_I03-04-06-08,Branch4,4,4,3,1.84282769753824,1,0,0.923363095238095,-31.8570338672009,-22.2269089482555,0.86648779546439,26.1436465168243,-6.15538578089251,0.379637191949409,0.696516613587417,51.3509919120538,-2.88542810842455,0.52897738922719,0.84181695383483,29.3933677075054,-5.42890609385146,0.403492625822527,0.913648714638989,21.2162038304941,-7.86126947123831,0.299363467785932
185,B4_K04_I03-04-06-09,Branch4,4,4,3,1.71198246026788,1,0,0.927083333333333,-31.4301905606906,-22.7234479944993,0.871068261043593,28.2550689086527,-6.23163289488767,0.365371437032681,0.696325597318483,51.4725842200207,-2.88259257047114,0.516011770464656,0.853089150588519,30.9352787961999,-5.71095028276904,0.376892863261389,0.89878475439489,25.0769952032992,-7.16379689337192,0.325032371844904
186,B4_K04_I03-04-07-08,Branch4,4,4,3,2.41421356237309,1,0,0.869791666666667,-32.076632338325,-20.7050349089943,0.821439201580525,37.2238078649778,-4.94065432311379,0.425486267137543,0.683646273763147,54.0259523339849,-2.75248287708678,0.530064962623728,0.79676643379959,39.0615967929676,-4.38258745543996,0.455136812395993,0.856720116993559,32.383305143352,-5.75884647756799,0.391359875551186
187,B4_K04_I03-04-07-09,Branch4,4,4,3,1.84282769753824,1,0,0.919642857142857,-31.4995038680368,-22.5116054458153,0.866357555702753,31.1588887143631,-6.08344821607327,0.380684825482453,0.708832006438753,49.0851145188129,-3.04095162476123,0.509449102738383,0.846541448149411,30.8407154128631,-5.52717500742789,0.380432946038235,0.889432687662828,26.405103854154,-6.82531263441652,0.352374725245999
188,B4_K04_I03-04-08-09,Branch4,4,4,3,3.20041258076506,1,0,0.87797619047619,-31.2240637592957,-20.8004255235613,0.808282860941171,39.3515303641804,-4.60228714756723,0.445501644875583,0.663285183417935,58.5935415583879,-2.51780964924457,0.541197503246369,0.791588875234897,43.1724684917749,-4.28028109839235,0.426265801752915,0.835095001779496,36.6624260591634,-5.20705455306081,0.38799086023671
189,B4_K04_I03-05-06-07,Branch4,4,4,3,2.86467557480933,1,0,0.879464285714286,-31.8896483944336,-20.4290486833884,0.78486380606001,28.782825591519,-4.16280919629436,0.519417620571641,0.675892427267119,50.1420871067595,-2.65071327749423,0.594691412698331,0.772238253591125,33.2034659206827,-3.96243588546258,0.527555491763718,0.828921738124192,27.6534523389457,-5.04633146980304,0.491479821813113
190,B4_K04_I03-05-06-08,Branch4,4,4,3,1.71198246026788,1,0,0.930059523809524,-32.1074268153012,-22.4288072863491,0.89087089535869,24.9085825925175,-6.9799428470107,0.342014909017827,0.717336925562061,50.6338504456906,-3.14644128745853,0.513732186814278,0.872665332809962,28.7368835427372,-6.25977569299997,0.357034983703464,0.929011180140458,20.9698715255204,-8.6731470819466,0.272150001035001
