MethodIndex,MethodId,Branch,StateCount,UniquePhaseCount,PowerDesignRank,PowerDesignCondition,Recoverable,Canonical,MedianValidFraction,MedianTrainingFitNmseDb,MedianHeldOutFitNmseDb,Branch1Coherence,Branch1PhaseRmseDeg,Branch1ComplexNmseDb,Branch1MagnitudeNrmse,Branch2Coherence,Branch2PhaseRmseDeg,Branch2ComplexNmseDb,Branch2MagnitudeNrmse,Branch3Coherence,Branch3PhaseRmseDeg,Branch3ComplexNmseDb,Branch3MagnitudeNrmse,Branch4CanonicalCoherence,Branch4CanonicalPhaseRmseDeg,Branch4CanonicalComplexNmseDb,Branch4CanonicalMagnitudeNrmse,ValidDoaCount,MedianDoaAngularErrorDeg,ValidLocalizationCount,TwoStationValidCount,TwoStationMedianErrorM,TwoStationMinErrorM,TwoStationMaxErrorM,TwoStationMedianRayRmsM,ThreeStationValidCount,ThreeStationMedianErrorM,ThreeStationMinErrorM,ThreeStationMaxErrorM,ThreeStationMedianRayRmsM,FourStationValidCount,FourStationErrorM,FourStationRayRmsM,FourStationEstimatedY_M,ForwardLocalizationCount
218,B4_K05_I01-02-03-04-09,Branch4,5,4,3,5.40710480883444,1,0,0.875,-29.5150061114589,-17.1933249940081,0.791737273283321,44.3792311564264,-4.32003358378712,0.395890767964566,0.649251191611067,61.7144554085505,-2.42099959407354,0.546309108247346,0.756962030855937,50.6483734975614,-3.71053486282598,0.430026145620175,0.799799612197391,43.549578603521,-4.4661913560459,0.392321435643203,4,10.1093080964531,11,6,1.19119677065137,0.661454552596296,1.72490477418061,0.161199443472622,4,1.14194620274577,0.718418222371044,1.35262320215908,0.240127641545332,1,1.15998638443444,0.258251966612396,1.9640042285855,11
219,B4_K05_I01-02-03-05-06,Branch4,5,5,3,2.04661993273673,1,0,0.928571428571429,-29.8380759212622,-22.2318247114491,0.891154076165424,29.3515522884194,-6.99444298277862,0.340788525075157,0.729776891656838,51.3540980122074,-3.31888032161096,0.501707357761674,0.869846713672303,33.2378476356585,-6.19360715036802,0.376390742476918,0.933367707747296,21.9065033074979,-8.90552210958175,0.256382546580241,4,10.0543439417124,11,6,1.18197135938418,0.712699835251943,1.71924707330427,0.181512933329888,4,1.10887343608652,0.775517213772337,1.34171983608077,0.239346571835171,1,1.13767251458775,0.258728298095947,1.98703854915516,11
220,B4_K05_I01-02-03-05-07,Branch4,5,5,3,1.67454253273489,1,0,0.941964285714286,-29.551361485042,-23.1745340416481,0.91609863608276,21.3868507266847,-8.06598068989748,0.291069054529399,0.755057958378239,47.1282708182086,-3.67343334993966,0.488533390017254,0.893941858221586,27.1212585964552,-7.02032745708067,0.342835469570235,0.959283241798915,15.6617529405923,-11.0018212482921,0.198477464969444,4,10.2650226326216,11,6,1.20389946213005,0.724562007141145,1.73827046241612,0.167623387166021,4,1.15192671755711,0.795420045010352,1.36225040578677,0.245331893466504,1,1.16009915818912,0.261762623346108,1.96323054638252,11
221,B4_K05_I01-02-03-05-08,Branch4,5,5,3,2.00879722341795,1,0,0.938988095238095,-29.5531948827388,-22.9231735731073,0.906115434136625,25.2364367036531,-7.50117217356854,0.312404027011463,0.719422285367006,47.3735398106445,-3.16972941336117,0.492793923471969,0.879042780946798,30.7255820599951,-6.44688622676678,0.334840249989197,0.949748927183151,20.0274193867047,-10.0890555877894,0.201516896094734,4,10.1297396104047,11,6,1.22219277609707,0.711581242135921,1.81328398159091,0.196854236275697,4,1.16709426829512,0.795064908495332,1.43827152336291,0.253735329026373,1,1.17178139879186,0.27109235850958,1.9522151555759,11
222,B4_K05_I01-02-03-05-09,Branch4,5,4,3,2.91812140144589,1,0,0.916666666666667,-29.5825150810631,-21.4589908295515,0.856630599902083,35.5566145616107,-5.76506897025319,0.344157550838307,0.689481234210422,52.4972527888354,-2.80231883680689,0.511925984074645,0.828378747610775,37.1091757858569,-5.03362802135677,0.390556788297461,0.881035147429298,32.9066604532037,-6.50295381555375,0.308560014258796,4,10.1191910397363,11,6,1.20733195334455,0.697509685436909,1.76060699365997,0.198582436488036,4,1.12374380353229,0.766836916824802,1.40237449498416,0.255292562741201,1,1.15559205060264,0.268941911129789,1.96778591409496,11
223,B4_K05_I01-02-03-06-07,Branch4,5,5,3,2.04661993273673,1,0,0.933779761904762,-29.4451595953044,-22.6958950670188,0.908226362624163,23.7194955869804,-7.70015122340761,0.325918254544118,0.740186124441376,50.3203676256895,-3.44742806211373,0.498261937767572,0.88189612367948,27.5085992824604,-6.58998378736815,0.369289553232434,0.945149939892113,19.2342737653258,-9.73504721547474,0.264153142682621,4,10.2214905242274,11,6,1.1899364996085,0.726884246427546,1.72693169804422,0.151387035893373,4,1.1436699322691,0.767115443517826,1.34034115816527,0.243742391650381,1,1.15472667630381,0.256582999482839,1.96980180492687,11
224,B4_K05_I01-02-03-06-08,Branch4,5,5,3,2.00879722341795,1,0,0.946428571428571,-29.4805441542333,-23.0849669975796,0.908401982332862,22.4675913135795,-7.64299570156174,0.305801494122846,0.733103984844689,48.7966420185717,-3.34865200277225,0.496514457515701,0.886109389938891,27.2044605182535,-6.72431516271223,0.344086079365027,0.952397452506659,18.2339897199,-10.3241916631272,0.212155130246145,4,10.0543439417124,11,6,1.1887102048324,0.713498157729556,1.74938574864411,0.173906066768434,4,1.14196173221975,0.766249684392845,1.35582682297444,0.239774729913993,1,1.15435307292534,0.259126621263007,1.97037274971982,11
225,B4_K05_I01-02-03-06-09,Branch4,5,4,3,2.26148950771424,1,0,0.928571428571429,-29.5012345934118,-22.566054005489,0.889323427843798,28.1383157024695,-6.83436446690516,0.319789936320743,0.735702668999245,51.1627219649892,-3.38487584700419,0.474854860967081,0.874448475420491,30.9033664571179,-6.34299939599104,0.363513886306656,0.921861459829249,25.2954562667309,-8.23424221331003,0.283633811503273,4,10.0950575471192,11,6,1.19338254902857,0.713498157729556,1.75157630006434,0.173906066768434,4,1.14353302780482,0.766416318934608,1.35865663779102,0.24145381514567,1,1.15810359983684,0.260771501885798,1.96617820893683,11
226,B4_K05_I01-02-03-07-08,Branch4,5,5,3,2.88280681689164,1,0,0.901041666666667,-29.3908342979386,-21.1106839230326,0.863167833069165,31.5084618064495,-5.95751428965964,0.363497094057403,0.690310504337394,52.5067401589168,-2.82219839261656,0.526244822583305,0.836408425453894,36.8089898177805,-5.22987855384741,0.406758898091572,0.904961958348645,27.2667382767771,-7.49614284107069,0.286517908275222,4,10.2444443997152,11,6,1.20267878580812,0.702999420590118,1.72214437496843,0.17754444971572,4,1.11038537739536,0.721486807347235,1.34948996086067,0.2451619286531,1,1.16470130642313,0.265824562738049,1.95712097464589,11
227,B4_K05_I01-02-03-07-09,Branch4,5,4,3,3.0978718078797,1,0,0.910714285714286,-29.3577816218721,-21.3846550236979,0.881982529988768,30.1808987060972,-6.53464592194988,0.335646960026887,0.71538859567543,51.4933676964314,-3.12254608730868,0.493670011839073,0.860036220636342,33.6448086082289,-5.84539997878149,0.372858317929969,0.904178204463793,26.4370705204237,-7.42872031186483,0.314667559579892,4,10.3822635584268,11,6,1.21480856614403,0.715567954044912,1.73450209252617,0.168883370794989,4,1.13690314833168,0.747042479108902,1.36357929151564,0.247519976070738,1,1.17261231612201,0.266335830814668,1.94930503901783,11
228,B4_K05_I01-02-03-08-09,Branch4,5,4,3,6.10061587650785,1,0,0.870535714285714,-29.4024279213459,-17.3066046068174,0.785170390724539,44.6664589195773,-4.16518762088928,0.406713404554213,0.667452144733459,55.281718069272,-2.56720676063116,0.541384249441819,0.769086222777064,48.4145121739181,-3.89385111400704,0.447142419973541,0.813100679055052,41.3385518743028,-4.73783870682424,0.383126737201721,4,10.368591999219,11,6,1.1691271625519,0.718207197094266,1.65518311579851,0.135079097779395,4,1.05325004928187,0.780388981944428,1.28049854269254,0.234214149570263,1,1.09663721374547,0.252176952976435,2.03425983309718,11
229,B4_K05_I01-02-04-05-06,Branch4,5,5,3,2.04661993273673,1,0,0.927083333333333,-29.4513381051042,-22.4549584395304,0.881191909878286,26.7536268820646,-6.69811293338046,0.342876676936986,0.681500357783642,50.1746569278419,-2.74301024068195,0.512830631731982,0.844601838878932,33.0306864956367,-5.50865827011151,0.385645029005361,0.928652804496941,22.4038042380896,-8.62990226864542,0.240288563151228,4,10.1879825949384,11,6,1.20809953693534,0.716264039846674,1.78731206055354,0.16324325479106,4,1.18578595285944,0.768389568702879,1.38138757824335,0.249737144000719,1,1.18168600437497,0.263279193823719,1.94256578072286,11
230,B4_K05_I01-02-04-05-07,Branch4,5,5,3,1.58337710684671,1,0,0.938988095238095,-29.127848183183,-23.5280025454958,0.916645633944055,22.5268653140237,-8.02809850168164,0.290281198873458,0.744466458751397,45.5925610528381,-3.51618215505653,0.478124109815631,0.89123865399585,27.1481918039866,-6.90646463988107,0.349009851357325,0.960356195749068,18.1022732603367,-11.1320138914206,0.179856188710586,4,10.3384533657846,11,6,1.21883849617128,0.725953355419812,1.75144245548897,0.173774400977485,4,1.14743608860892,0.779550749480454,1.37965492165362,0.246122218901711,1,1.17662871048285,0.265226829368832,1.94542469507736,11
231,B4_K05_I01-02-04-05-08,Branch4,5,5,3,2.04661993273673,1,0,0.9375,-29.36393898756,-22.7110116080606,0.902420049510024,26.6896437331789,-7.3556284847446,0.302246725296202,0.698921208947637,50.1517953503022,-2.91723000523203,0.50575209080267,0.874682808412894,31.7642496036841,-6.29253152285384,0.3468907607392,0.935678491971155,23.8409936918802,-9.08149310590655,0.235693830943954,4,10.2111078968385,11,6,1.23143710633051,0.712699835251943,1.81540751677297,0.195315945046594,4,1.16498073621401,0.778685920871983,1.42139099427894,0.257007161996631,1,1.18618282641343,0.274140709007503,1.93635422704979,11
232,B4_K05_I01-02-04-05-09,Branch4,5,4,3,3.29235209211684,1,0,0.895833333333333,-29.2779944965022,-20.5626212955571,0.795889204320336,42.411581792535,-4.36620993645701,0.375341694217628,0.632079135477326,58.2969383675194,-2.21715491388756,0.535518796151435,0.770364396906821,45.4593411392424,-3.91051465036422,0.413800279160899,0.833283075372087,37.2185006849365,-5.1488220889702,0.343902665082864,4,10.1700624687376,11,6,1.24085523036243,0.688637691479666,1.8666298589514,0.191442889816884,4,1.21406309014032,0.748082802904594,1.45035428857198,0.262031769824103,1,1.20679852172847,0.278432085816413,1.91623081990323,11
233,B4_K05_I01-02-04-06-07,Branch4,5,5,3,1.58337710684671,1,0,0.944196428571429,-29.3576468283008,-23.3702554449002,0.917026837659468,22.5929292976075,-8.03461555470906,0.299893538332193,0.736659627418269,47.9747313541753,-3.39794239369007,0.474182929554975,0.88653342597724,27.6898356354963,-6.72972174382077,0.350123028271888,0.959553631896695,16.8666737662036,-11.0097654399672,0.1920465878266,4,10.2953158287164,11,6,1.20498654018583,0.726884246427546,1.73125747380352,0.16328176284457,4,1.14330824612239,0.768743442579335,1.35692547025193,0.24304410947536,1,1.16835966167948,0.259608868112035,1.95442319374303,11
234,B4_K05_I01-02-04-06-08,Branch4,5,5,3,1.67454253273489,1,0,0.947916666666667,-29.6430750565552,-23.2322298110096,0.919008990814057,23.4670907527245,-8.19977557041877,0.292083596342644,0.723031751633511,48.7658598244411,-3.21291664686047,0.501836387258139,0.89298646421996,26.5802068960744,-6.96793952374795,0.328713107843416,0.957224553907371,17.0594982958283,-10.8059004469584,0.188950960169169,4,10.1786437973772,11,6,1.20351878266405,0.713498157729556,1.75415736927025,0.178041944487565,4,1.13835495677059,0.766735826510057,1.36435426262737,0.244741683211751,1,1.16365058315775,0.265322215873439,1.95955504061966,11
235,B4_K05_I01-02-04-06-09,Branch4,5,4,3,1.98611700740176,1,0,0.930803571428571,-29.4144628502727,-22.8613303570571,0.887159775962945,30.8328700608067,-6.89759377389576,0.316755023980401,0.703859349557221,51.9673823717183,-2.97574510057204,0.494959473582547,0.867627797619462,33.0898588984388,-6.11534112376246,0.356575575399567,0.924809731093959,24.1332307837483,-8.43809015107743,0.261999116732165,4,10.3043506203277,11,6,1.23477429872698,0.716264039846674,1.82876747963932,0.166110774937152,4,1.21973934161154,0.770629731973777,1.41569761686673,0.254925492630522,1,1.21018412608397,0.268594094233908,1.91297604316078,11
236,B4_K05_I01-02-04-07-08,Branch4,5,5,3,2.00879722341795,1,0,0.935267857142857,-29.4425023658871,-22.7921100585452,0.912698063909308,26.897290639974,-7.77329785584332,0.301880351297643,0.716364286529832,49.153153488946,-3.13073501391792,0.492881384920707,0.878040439376434,30.6900511628399,-6.40351759738802,0.348890462988613,0.94898670299005,21.9638731583577,-10.0414339870901,0.212227719731568,4,10.3092275663113,11,6,1.22111243036122,0.715567954044912,1.75530250123028,0.193027572337264,4,1.11535950827564,0.745238445101248,1.37389089817058,0.25734221869912,1,1.1734309217762,0.276255078234582,1.94718612664298,11
237,B4_K05_I01-02-04-07-09,Branch4,5,4,3,2.12314043986554,1,0,0.933035714285714,-29.2670809099521,-22.8484929144366,0.9052207255043,26.3309742376615,-7.43979224852186,0.314056523070583,0.726467744001271,48.1585161454132,-3.26245638103655,0.477982537439757,0.878542504730595,27.2564378582415,-6.4502570883545,0.347422919594186,0.935071927076334,22.8972830673552,-9.01137685375738,0.241488454401505,4,10.3384533657846,11,6,1.22608068649409,0.715567954044912,1.78023070884626,0.171741262288869,4,1.16687900028895,0.746784181615632,1.3933068377693,0.250562491802809,1,1.19282455390164,0.269108424115611,1.92895710325825,11
238,B4_K05_I01-02-04-08-09,Branch4,5,4,3,3.40021262929217,1,0,0.91889880952381,-29.3274114486263,-21.1186337620336,0.872761576763915,32.1890491958404,-6.23448570017534,0.337990184418453,0.691054340782058,52.9830240703667,-2.8431948995165,0.523681106337858,0.835712395585045,37.2773692598527,-5.23644998285148,0.37751918351955,0.890463228894323,30.7317566436231,-6.83903921390943,0.312099578562799,4,10.3165100506532,11,6,1.21070586405816,0.703020300776448,1.7264456536567,0.192321180017597,4,1.10164182812205,0.768443916608749,1.35777964994035,0.251940368634085,1,1.15450713313947,0.272637357854338,1.96769629077533,11
239,B4_K05_I01-02-05-06-07,Branch4,5,5,3,2.04661993273673,1,0,0.92485119047619,-29.4205357302636,-22.667757002172,0.894656949187557,29.0959331045159,-7.01643804016943,0.339937543694933,0.723782898934455,48.5306319801282,-3.2257223149725,0.510170807667525,0.864659004258566,34.3477472953065,-5.99967802160621,0.378846809707826,0.92960321773449,24.1655879988592,-8.67162109861314,0.240559682613739,4,10.4337509764583,11,6,1.22276284839422,0.714214141627895,1.77155790388947,0.151616685455752,4,1.15378901135782,0.799142769050187,1.37909129519975,0.24339500709394,1,1.18070246467229,0.262589039136954,1.94429507251685,11
240,B4_K05_I01-02-05-06-08,Branch4,5,5,3,2.04661993273672,1,0,0.938244047619048,-29.6316458709704,-22.7048218110432,0.895107605687911,27.773666751316,-7.13007524207717,0.308782504385213,0.705745029464087,50.4517578839762,-2.99388595166063,0.509043789478147,0.862642399910211,30.6636119399513,-6.02709280114398,0.328733696339665,0.942054678505563,24.4699007044025,-9.50213780157679,0.228634907739006,4,10.1465449651508,11,6,1.20228102498886,0.713849721487072,1.78217361824099,0.162163571312912,4,1.19534721300316,0.800809386630923,1.38455949118603,0.24765818202912,1,1.16864065785056,0.25875109689371,1.9574813547035,11
241,B4_K05_I01-02-05-06-09,Branch4,5,4,3,2.57971353872077,1,0,0.902529761904762,-29.5332272280026,-21.5470501772799,0.835077863900162,38.5132276071315,-5.25899596512699,0.371198916126827,0.674621353223716,55.5921055901869,-2.64337105214435,0.523715763523189,0.80137716287659,40.7668546481174,-4.54528301738122,0.403608858306138,0.857162212006952,37.2878366225485,-5.78073381154418,0.340117182070449,4,10.2215498867691,11,6,1.22728422047848,0.714738609614888,1.81720916222088,0.179980535865284,4,1.19875893915606,0.789166594929187,1.40919410168824,0.248432761159262,1,1.18995603818663,0.267967814839366,1.93401758795586,11
242,B4_K05_I01-02-05-07-08,Branch4,5,5,3,2.00879722341795,1,0,0.933779761904762,-29.3516382333875,-23.0019319884699,0.918030303780704,24.8732792918046,-8.06496918331578,0.299847961081701,0.731122071955433,48.1105350076639,-3.32152830977946,0.503428814453089,0.888056387594353,28.3580141431442,-6.80082668536687,0.325423357180932,0.956154584421726,21.4747462883621,-10.6667429297846,0.196680537515714,4,10.3384533657846,11,6,1.22497969963443,0.712060553942608,1.77756688744641,0.170668189936993,4,1.18004203362875,0.788539455220649,1.39508144029401,0.24884428862951,1,1.18431725716467,0.266071258424688,1.93878606578524,11
243,B4_K05_I01-02-05-07-09,Branch4,5,4,3,2.17215895712461,1,0,0.930803571428571,-29.2729076560344,-22.7754752851331,0.898815311689302,28.0625255943953,-7.16407676777624,0.321920788152437,0.745460418984869,46.9854785589187,-3.53316166835511,0.492336397706633,0.877036873404446,31.8812246112208,-6.38653112571006,0.332892811646979,0.926726765423547,26.2271098385404,-8.50456891149659,0.247028873690353,4,10.4557725955498,11,6,1.21806390737039,0.712060553942608,1.72793769574072,0.159432742733315,4,1.16194274227777,0.79166736131108,1.35857538100414,0.243754560563198,1,1.16886100201472,0.259914817115587,1.95506013516007,11
244,B4_K05_I01-02-05-08-09,Branch4,5,4,3,2.36666919133495,1,0,0.930059523809524,-29.4301668218085,-22.1614510835992,0.883199101245,31.3533967102563,-6.58106620514144,0.303462396106934,0.707062539067216,51.4684972765937,-3.03196235277334,0.491855284498666,0.861117517491256,33.3323093700877,-5.87584396257958,0.347357518548362,0.919341043385244,28.5943108385848,-8.11593666997258,0.280780366236357,4,10.2111078968385,11,6,1.22670836657686,0.711581242135921,1.82043624362331,0.172272355172747,4,1.2181315084804,0.795883533551317,1.4092248520299,0.249623399742421,1,1.19197117053539,0.265346149236239,1.932377387697,11
245,B4_K05_I01-02-06-07-08,Branch4,5,5,3,2.88280681689164,1,0,0.90625,-29.2797823382427,-21.3509860998611,0.874469368040877,32.8783798636171,-6.28567486050679,0.36158127837236,0.701662391271615,51.3621463586404,-2.98051010610212,0.50442175662186,0.836183964050641,35.8253623408113,-5.23068923692538,0.371089285920013,0.917053620762208,29.0978172888325,-8.00417702467488,0.27811030085503,4,10.1786437973772,11,6,1.19830771683607,0.703181524945366,1.72225626048365,0.193870501847911,4,1.09290922269689,0.733753045175915,1.35311390793214,0.254353342643849,1,1.1505249059641,0.270450956791728,1.97160832037654,11
246,B4_K05_I01-02-06-07-09,Branch4,5,4,3,3.51709189816039,1,0,0.891369047619048,-29.2138975177254,-20.6384406462516,0.828363547196736,41.0860245924022,-5.04516995068101,0.393089806750401,0.699283246683892,55.3434569734187,-2.94571414857668,0.525607969721708,0.801449457322999,43.8298310897316,-4.46517984501727,0.407312665923927,0.848782328727121,39.5822244235422,-5.55501819501679,0.360609225356458,4,10.2953158287164,11,6,1.21122196230858,0.702039795821764,1.757376008543,0.162907576014757,4,1.16276067951555,0.748008829314867,1.36851976599287,0.246891610043344,1,1.17913648230775,0.263466475336169,1.94421373687353,11
247,B4_K05_I01-02-06-08-09,Branch4,5,4,3,3.40021262929217,1,0,0.918154761904762,-29.4055704953254,-21.1574403552529,0.863036138043037,34.4623190935338,-5.93245598510946,0.356791793284476,0.689239123908641,52.620447737665,-2.81441712971916,0.505632318109476,0.842207666836899,38.0263265330345,-5.36704395307856,0.377565690852686,0.891377184259985,32.5813260375329,-6.87306703461146,0.320503166437584,4,10.0204945012197,11,6,1.20560042158692,0.702039795821764,1.8088589391841,0.190507717894671,4,1.15517290547135,0.743587069996407,1.39602097707204,0.256712222909093,1,1.17084593771801,0.273911536178567,1.95264262548855,11
248,B4_K05_I01-02-07-08-09,Branch4,5,4,3,6.10061587650785,1,0,0.871279761904762,-29.3940600784618,-17.1374501367422,0.762262942608252,45.65593591814,-3.80127936945327,0.453247037135745,0.607200089760333,60.8663357028664,-2.04606916166275,0.570457005413249,0.753835921226354,46.463911908665,-3.65821825479001,0.477635531633131,0.767432956491902,42.8265162427766,-3.89853251466107,0.455245879892305,4,10.100205476914,11,6,1.22494592814249,0.67346829552908,1.78951574972374,0.204789921441196,4,1.13556521093823,0.69947497633509,1.42212707638801,0.268009031785125,1,1.18025604620652,0.278641193944346,1.93997727637037,11
249,B4_K05_I01-03-04-05-06,Branch4,5,5,3,2.00879722341795,1,0,0.927083333333333,-29.4693539464936,-22.407262414402,0.897871396854278,26.6437661806677,-7.27004359693453,0.317568910650426,0.705112652926,50.9524880789905,-2.99247318437231,0.477812576245738,0.863060389502505,32.7331477957731,-6.05925823582106,0.372794343203072,0.942262194694164,18.6263370314359,-9.57076115199262,0.240589333465073,4,10.1048826368685,11,6,1.1918910787446,0.714454540619968,1.73432160254155,0.188280156723946,4,1.10338594624453,0.754557494936007,1.34906396432099,0.249508302601423,1,1.14750821426695,0.268607746259101,1.97519611898849,11
250,B4_K05_I01-03-04-05-07,Branch4,5,5,3,1.67454253273489,1,0,0.936011904761905,-29.2034965473896,-23.2314897949014,0.91250650756667,23.797353102484,-7.94718082661297,0.30664260586174,0.740642364636208,45.7492809741846,-3.45551765058483,0.467240707039964,0.895616642047246,28.546175678471,-7.1194906752242,0.34245087217046,0.95634820187395,18.1074239077442,-10.7603986634291,0.208055426357167,4,10.2650226326216,11,6,1.19994519456313,0.725953355419812,1.70142089285111,0.187489225015587,4,1.08788654820634,0.777496184489751,1.33915242493388,0.246852044865734,1,1.14597668787999,0.266684690884824,1.97564684111216,11
251,B4_K05_I01-03-04-05-08,Branch4,5,5,3,2.04661993273673,1,0,0.927083333333333,-29.2224111906799,-22.8673157618424,0.891716446896805,26.8342397338551,-6.94387772205636,0.325610777129453,0.713761825536831,50.8577706852601,-3.10509769718511,0.496330965390392,0.854475122755912,32.2176951295248,-5.69695290435492,0.352142497868774,0.93706745358795,21.4499057097583,-9.15527787568071,0.250545084128566,4,10.127772368376,11,6,1.214620151249,0.710795153903945,1.77316794840823,0.211998928001887,4,1.14106107973841,0.764989193910133,1.43173165781247,0.270448532289905,1,1.15899171491095,0.278642738539943,1.96250774228566,11
252,B4_K05_I01-03-04-05-09,Branch4,5,4,3,2.84043208893468,1,0,0.90625,-29.2217263023567,-21.4334106571815,0.86076389801006,35.4588859030848,-5.86862783719956,0.352194701866261,0.680410009171529,55.3125049281734,-2.70540642747427,0.511557191198929,0.834030661204778,36.9554835250054,-5.17836743104552,0.382283981981064,0.872242986729388,30.2959461185542,-6.21331899671339,0.333240412589429,4,10.0114611724634,11,6,1.21348057826008,0.699228549403621,1.81086736860529,0.220880171131557,4,1.13558379670974,0.741851789775322,1.49311704824081,0.280577396448567,1,1.16040546751294,0.286753809830808,1.96126984918939,11
253,B4_K05_I01-03-04-06-07,Branch4,5,5,3,1.58337710684671,1,0,0.94047619047619,-29.3341310565422,-23.2686867428681,0.922529656345549,22.7528043241383,-8.46419420911453,0.297257786824934,0.742538146105529,45.6138870234259,-3.48251830312705,0.465888539042046,0.885351243704414,26.220814309477,-6.72612460357788,0.348845024783153,0.963552732257866,13.8959046304099,-11.4531317901943,0.223562616334359,4,10.2214905242274,11,6,1.20109710162384,0.726884246427546,1.73257797089653,0.175729391038923,4,1.12522583742957,0.767115443517826,1.35135770817884,0.244055755063183,1,1.15992976627517,0.26412106295362,1.96243114290704,11
254,B4_K05_I01-03-04-06-08,Branch4,5,5,3,1.58337710684671,1,0,0.947172619047619,-29.5014809536823,-23.3592115199598,0.91380740385994,24.0857210898999,-7.92013029648431,0.290536242849943,0.73409032454122,49.493813806173,-3.36409481003826,0.480663996028073,0.885581747250856,26.4319230009984,-6.73514657337509,0.348380329334846,0.959347092121882,16.1813974680497,-10.9883092593013,0.192555249111564,4,10.1364951769068,11,6,1.19134974493116,0.712699835251943,1.72332001469878,0.181512933329888,4,1.11254761361206,0.776030922674624,1.34571153191586,0.241102823937272,1,1.14515380352454,0.26196022023661,1.97867061054617,11
255,B4_K05_I01-03-04-06-09,Branch4,5,4,3,1.7782356499392,1,0,0.939732142857143,-29.4039358920904,-23.1888031629627,0.894344589105698,24.1458710074695,-7.12590243333925,0.301145696781311,0.727070420219667,49.632807113896,-3.27182365294119,0.486631058226309,0.87563982243733,28.1857543005714,-6.394062216481,0.337728237299068,0.935643575816002,20.7554469486017,-9.04584901992525,0.256497032638632,4,10.2025516657944,11,6,1.19562727549243,0.701870334972038,1.6951603032131,0.172192499223984,4,1.10836786954238,0.748622633537658,1.33518853702454,0.237858873915483,1,1.15146813087378,0.259296809679287,1.97054050980139,11
256,B4_K05_I01-03-04-07-08,Branch4,5,5,3,2.04661993273673,1,0,0.935267857142857,-29.4932296375295,-22.4256747743914,0.889006394934543,24.0895814096162,-6.83362171056083,0.346708654511434,0.721445018807278,48.8224944009481,-3.19619998557283,0.503323810682157,0.856919069038974,30.2925917755791,-5.7665831192504,0.374337196577172,0.938122655310965,21.2147793975375,-9.21955833724905,0.262366656013938,4,10.2141512036204,11,6,1.21204495254879,0.712779754703569,1.75312809216573,0.190656780095947,4,1.11659262314061,0.743004706259497,1.36895491802065,0.253774510381595,1,1.1676314419188,0.27250245593108,1.95358900407302,11
257,B4_K05_I01-03-04-07-09,Branch4,5,4,3,1.93484743746429,1,0,0.936755952380952,-29.3678900258394,-22.8209543584921,0.898246617913479,26.5294922676873,-7.19016462181796,0.32204052722264,0.732848188942479,46.9019296867032,-3.34732421545198,0.484889452747606,0.871607134017255,28.9480067722234,-6.25032896098608,0.347301181420368,0.925939979007168,22.5431588088865,-8.47166444510184,0.262518141591098,4,10.2366535653992,11,6,1.21950549821074,0.700161219821165,1.74455137629992,0.18636468974614,4,1.11934818097989,0.734848270763186,1.37112083240735,0.250685985510342,1,1.17492351660128,0.269965381399423,1.94526019531697,11
258,B4_K05_I01-03-04-08-09,Branch4,5,4,3,3.51709189816039,1,0,0.892857142857143,-29.166375903583,-20.7887596939825,0.831713821346686,38.0514856329532,-5.11249224478298,0.38519566340468,0.670428958683115,59.142380874421,-2.61145864326974,0.525558416739583,0.810310414303552,40.3137072567546,-4.64209963365807,0.407682816947902,0.860126267102369,36.3695023465064,-5.8478788455193,0.350327482839252,4,10.0692801260746,11,6,1.20517917311343,0.687507592815023,1.77352137540373,0.189088191567969,4,1.13179326535185,0.752359792520926,1.37402902380134,0.253773765737287,1,1.15911920082418,0.275512558479643,1.96274742287638,11
259,B4_K05_I01-03-05-06-07,Branch4,5,5,3,1.67454253273489,1,0,0.943452380952381,-29.5816091486832,-23.0263000671365,0.909652622027584,23.9220520636026,-7.83839221206634,0.319260435048592,0.756312244751454,47.5171459110753,-3.68755554349239,0.480531874772469,0.891060152166877,27.529332991761,-6.95687550218719,0.345254302519946,0.957464396896715,16.185921663723,-10.8275588203441,0.204128078669065,4,10.1920658115047,11,6,1.20038935528952,0.725953355419812,1.74309798527924,0.178552826186652,4,1.12524676005255,0.775445785657126,1.35458582238245,0.247492068063957,1,1.1567790281469,0.267468923209499,1.9655877292455,11
260,B4_K05_I01-03-05-06-08,Branch4,5,5,3,1.58337710684671,1,0,0.95014880952381,-29.6598320092112,-23.3040321475676,0.916069823352175,23.0681332491983,-8.02296202838824,0.28314357517686,0.73845478600564,50.2237692708261,-3.42672155886057,0.476038255728645,0.892054528288989,27.8956441189122,-6.93679183115645,0.323314896072015,0.95962523653084,16.3645931125979,-11.0270051037182,0.183706909290272,4,10.0204945012197,11,6,1.18987390272425,0.712699835251943,1.75612416155719,0.189117433396265,4,1.12114613592468,0.773072158819579,1.36470917954932,0.248148442582159,1,1.14551946527839,0.266819978471587,1.97858772895571,11
