MethodIndex,MethodId,Branch,LocationIndex,Location,Reference,MedianCoherence,MedianPhaseRmseDeg,MedianComplexNmseDb,MedianMagnitudeNrmse,MedianMagnitudeCorrelation,ComparedFrequencyCount,ValidFraction
4,B4_K03_I01-02-03,Branch4,1,Location1,Branch1,0.626516466970001,64.9546564632256,-2.16470077095621,0.544489647295834,0.255340240734942,21,0.712797619047619
4,B4_K03_I01-02-03,Branch4,1,Location1,Branch2,0.559699312532861,66.6451947912375,-1.63209755720914,0.591665426473984,0.136708808603817,21,0.712797619047619
4,B4_K03_I01-02-03,Branch4,1,Location1,Branch3,0.611306410778022,64.1036742774968,-2.03214487197743,0.54943127837563,0.180988444119929,21,0.712797619047619
4,B4_K03_I01-02-03,Branch4,1,Location1,Branch4Canonical,0.652623654741133,63.4588388770129,-2.41025793634989,0.503670497005166,0.324149559432843,21,0.712797619047619
4,B4_K03_I01-02-03,Branch4,2,Location2,Branch1,0.291465883558258,85.2099106807086,-0.385562953375383,0.79886815497788,0.0921498474283309,21,0.632440476190476
4,B4_K03_I01-02-03,Branch4,2,Location2,Branch2,0.315385021017153,86.4314019606567,-0.455007109690391,0.791264735046514,0.0231845394259691,21,0.632440476190476
4,B4_K03_I01-02-03,Branch4,2,Location2,Branch3,0.314128590284819,82.8703482202015,-0.451194362177147,0.779703166968833,0.0768189936559624,21,0.632440476190476
4,B4_K03_I01-02-03,Branch4,2,Location2,Branch4Canonical,0.342006150953903,84.3678744759555,-0.540236597861666,0.730422975430807,0.0960346335298888,21,0.632440476190476
4,B4_K03_I01-02-03,Branch4,3,Location3,Branch1,0.718389536860375,51.078626506055,-3.15229593526129,0.501572008589583,0.297069554795569,21,1
4,B4_K03_I01-02-03,Branch4,3,Location3,Branch2,0.655259638374742,51.69838556974,-2.436417417389,0.554484680066206,0.248069487144181,21,1
4,B4_K03_I01-02-03,Branch4,3,Location3,Branch3,0.708097886718541,52.0919834298124,-3.0225000547075,0.520788587176744,0.25352376013391,21,1
4,B4_K03_I01-02-03,Branch4,3,Location3,Branch4Canonical,0.717467839124451,52.0168370344894,-3.14043495604068,0.502709474729711,0.355954232368159,21,1
4,B4_K03_I01-02-03,Branch4,4,Location4,Branch1,0.478808776839465,70.4697460931259,-1.13090886921084,0.668844493112702,0.148405523349309,21,0.773809523809524
4,B4_K03_I01-02-03,Branch4,4,Location4,Branch2,0.44804434491439,76.2357883206025,-0.973139508147674,0.710222985171751,0.276160203282071,21,0.773809523809524
4,B4_K03_I01-02-03,Branch4,4,Location4,Branch3,0.411567693912347,71.7890053893965,-0.806017814250914,0.681401816512316,0.2392078314207,21,0.773809523809524
4,B4_K03_I01-02-03,Branch4,4,Location4,Branch4Canonical,0.489060997826914,69.9593757209157,-1.18760084144496,0.654544095461795,0.241896494490592,20,0.773809523809524
5,B4_K03_I01-02-04,Branch4,1,Location1,Branch1,0.710411396700835,48.0395177502518,-3.05117952073164,0.429480870082021,0.463185400433027,21,0.78125
5,B4_K03_I01-02-04,Branch4,1,Location1,Branch2,0.624779476191905,59.4660254583875,-2.14918990076375,0.582257374504339,0.23681470593047,21,0.78125
5,B4_K03_I01-02-04,Branch4,1,Location1,Branch3,0.701918629547748,46.5585188471329,-2.94726373554448,0.464423666311005,0.330736393379351,21,0.78125
5,B4_K03_I01-02-04,Branch4,1,Location1,Branch4Canonical,0.743411288752265,48.8381214670877,-3.49362600793379,0.408312435692319,0.532156002286714,21,0.78125
5,B4_K03_I01-02-04,Branch4,2,Location2,Branch1,0.396947594928485,83.0103334846829,-0.74464831857932,0.717285468714906,0.27524175512059,21,0.732142857142857
5,B4_K03_I01-02-04,Branch4,2,Location2,Branch2,0.248437581981311,91.4922533985348,-0.276681111344282,0.831093585818875,0.139673533999923,21,0.732142857142857
5,B4_K03_I01-02-04,Branch4,2,Location2,Branch3,0.441736850930711,80.0151521043697,-0.942750397607805,0.664887822924667,0.142916572031313,21,0.732142857142857
